precinct,ward,long,lat,total_units,occupied,vacant,total_pop,total_hisp,total_nonhisp,white_alone,black_alone,aian_alone,nhpi_alone,asian_alone,other_alone,two_or_more,Green,King,Buckner,Wilson,Johnson,Vallas,Lightfoot,Sawyer,Garcia
16,38,-87.793335435312855,41.9409545632126,1976,1905,71,5189,1941,3248,2651,115,7,0,336,21,118,7,2,5,57,68,338,54,1,79
16,39,-87.73553982319298,41.962886766323386,1410,1350,60,3258,945,2313,1684,112,7,0,361,15,134,5,1,7,13,62,131,27,0,64
16,40,-87.67151651285286,41.97798339323941,1414,1290,124,2601,482,2119,1683,78,2,6,231,14,105,9,3,11,7,189,104,52,0,81
16,41,-87.81471349804276,41.98765466321668,1524,1416,108,2972,348,2624,2427,20,4,0,101,8,64,0,6,1,29,18,245,17,0,26
16,42,-87.63141776248418,41.8919115229008,6926,6191,735,9221,589,8632,6603,243,4,2,1386,43,351,3,7,16,7,51,287,32,4,36
16,43,-87.64668509546631,41.92127152479073,2251,2108,143,4159,290,3869,3248,139,1,5,309,12,155,1,7,6,20,49,145,26,0,30
16,44,-87.66343919455524,41.94697007057957,3118,2866,252,6367,512,5855,5140,105,4,2,306,26,272,14,3,29,11,211,308,63,2,57
16,45,-87.75641594717828,41.97386075373905,1699,1598,101,4283,1181,3102,2188,43,7,2,691,10,161,3,3,8,33,104,249,42,0,76
16,46,-87.64348692742288,41.96338704691308,5137,4572,565,8385,1105,7280,3578,2483,7,0,787,66,359,10,5,16,33,229,88,71,0,64
16,47,-87.68282000817105,41.95693973103502,1708,1587,121,3758,427,3331,2893,45,1,1,196,21,174,13,7,32,8,185,263,55,0,69
16,48,-87.65888317847094,41.98980098957623,2834,2567,267,4093,692,3401,1756,873,2,3,555,26,186,6,5,12,35,96,59,51,1,34
16,49,-87.66614394150979,42.00804295578843,4109,3910,199,6819,1386,5433,3175,1427,18,1,484,36,292,11,3,12,36,305,71,86,2,75
16,50,-87.70809939903042,42.01093583886736,910,870,40,1617,60,1557,1249,34,0,0,227,26,21,0,1,1,6,5,93,10,0,13
17,1,-87.67579889044302,41.90626759756952,2105,1970,135,3768,453,3315,2667,230,4,1,219,7,187,4,4,27,6,124,116,29,2,44
17,2,-87.63335043802336,41.90874833433047,5345,4842,503,7119,383,6736,5846,231,5,2,445,32,175,10,10,19,21,105,481,84,1,71
17,3,-87.6320968051537,41.823768057430925,867,787,80,1957,118,1839,159,1424,1,0,193,14,48,6,3,2,38,20,8,62,1,3
17,4,-87.60795046694953,41.827049047639576,2694,2455,239,5474,133,5341,108,5020,1,0,55,23,134,29,41,8,131,109,52,195,2,19
17,5,-87.58415774796887,41.80107914360469,4090,3446,644,5925,462,5463,1442,2649,1,3,1107,21,240,12,13,6,25,105,43,99,1,29
17,6,-87.61455732589556,41.75387467794202,1854,1527,327,3696,64,3632,17,3512,2,0,0,16,85,37,12,10,99,109,38,189,20,27
17,7,-87.56047673868068,41.735352951309416,1022,812,210,2295,520,1775,46,1665,1,1,0,16,46,9,0,3,20,15,17,37,1,16
17,8,-87.57230834610927,41.73631100822705,1170,1084,86,2589,45,2544,2,2475,1,0,3,5,58,26,16,4,103,86,83,247,5,21
17,9,-87.62663512902141,41.69514037670103,933,762,171,2053,80,1973,13,1901,4,0,3,12,40,5,5,1,39,11,10,56,0,6
17,10,-87.53239967430014,41.674452696601385,1249,1196,53,3412,2263,1149,806,270,7,0,20,11,35,2,0,0,17,35,261,10,2,176
17,11,-87.65874066128315,41.83512525222677,1059,934,125,2552,628,1924,706,113,7,0,1036,7,55,2,3,2,23,51,193,16,0,57
17,12,-87.69034653802927,41.823067026526566,2113,1928,185,6140,4371,1769,522,165,2,1,1028,14,37,4,0,1,12,30,80,19,1,117
17,13,-87.72510660314522,41.77498710656954,990,934,56,3380,2882,498,384,70,0,0,16,16,12,1,2,0,16,32,132,12,1,150
17,15,-87.67392734108702,41.78971536606218,1440,1127,313,3566,1156,2410,29,2298,0,0,11,6,66,14,4,3,123,34,18,134,1,28
17,16,-87.68812703775167,41.77806761580857,2876,2522,354,7574,3304,4270,114,3989,2,1,18,27,119,15,9,5,85,40,37,119,1,40
17,17,-87.6418473461563,41.75502950544315,1544,1239,305,2710,103,2607,22,2531,5,1,0,5,43,8,3,1,51,23,13,62,3,10
17,18,-87.70763651396409,41.75544456199059,1273,1177,96,4227,2437,1790,126,1571,4,0,12,25,52,13,2,1,49,58,47,72,1,41
17,19,-87.68860603559102,41.695305976096115,849,821,28,2121,126,1995,1847,99,0,0,5,11,33,3,0,9,22,31,450,15,1,42
17,20,-87.60263097575536,41.782588453987465,2165,1915,250,4864,309,4555,935,2831,8,0,533,36,212,23,11,8,71,104,42,108,4,26
17,21,-87.6423239048273,41.71057064967553,745,695,50,1787,23,1764,9,1720,1,0,4,5,25,20,7,3,104,47,35,159,2,7
17,22,-87.745608534385525,41.81103189037678,368,355,13,1037,386,651,37,601,0,1,0,0,12,4,1,0,30,15,11,36,0,20
17,23,-87.71851572774696,41.7954721120655,965,920,45,3440,2953,487,233,38,0,2,188,13,13,2,0,2,19,26,63,15,0,124
17,24,-87.70287053249105,41.86237533640877,1681,1448,233,3894,215,3679,144,3429,5,2,16,14,69,9,3,0,74,29,18,111,0,5
17,25,-87.64201346562966,41.856586860443876,583,510,73,1358,526,832,428,232,7,0,101,9,55,2,1,6,13,57,56,15,0,64
17,26,-87.69985502521273,41.9156875081378,1097,1035,62,2369,947,1422,1086,122,0,1,89,5,119,4,10,9,12,141,62,23,0,48
17,27,-87.68596322859567,41.87956491253859,1662,1527,135,3481,361,3120,615,2234,8,0,145,19,99,4,0,3,21,44,29,50,0,12
17,28,-87.69141433347141,41.861648557110016,2165,1770,395,5219,2208,3011,493,2243,7,5,135,17,111,11,2,1,50,34,29,70,1,33
17,29,-87.76762878658185,41.89098541373138,1986,1812,174,4209,408,3801,134,3562,1,1,8,19,76,8,3,0,81,55,15,146,0,24
17,30,-87.74725990286507,41.94780684828383,1538,1457,81,3915,2174,1741,1352,94,8,2,184,28,73,6,6,8,31,79,139,22,0,101
17,31,-87.75406733553315,41.93416959135654,1314,1258,56,4005,3144,861,613,86,2,0,98,17,45,7,2,2,24,30,82,21,0,103
17,32,-87.67165077285178,41.92964064999794,3062,2796,266,6376,652,5724,4208,510,7,1,706,26,266,8,5,21,7,107,356,58,5,57
17,33,-87.71080268221519,41.964706112836815,2305,2131,174,5561,2892,2669,1503,291,5,2,649,34,185,14,4,15,20,231,103,42,6,102
17,34,-87.63223270906441,41.86953136827533,5869,5140,729,8763,758,8005,4762,1050,11,6,1760,50,366,15,11,41,12,121,109,52,3,46
17,35,-87.69219482302844,41.933099260289616,1814,1721,93,3778,1503,2275,1730,158,9,1,238,15,124,4,3,11,10,138,126,28,2,92
17,36,-87.70026477701066,41.897474062491796,1549,1418,131,3168,1190,1978,1300,488,0,3,75,17,95,7,4,8,19,155,83,28,2,48
17,37,-87.75799046945122,41.8913436892369,1046,900,146,2775,606,2169,24,2081,0,0,4,1,59,4,1,2,53,48,15,118,0,3
17,38,-87.78379913973632,41.96277320064381,2268,2172,96,5102,1284,3818,3129,120,6,0,416,14,133,2,3,6,57,83,273,31,1,67
17,39,-87.77804137515012,41.99367321386839,1409,1355,54,3278,551,2727,2333,34,11,0,251,14,84,5,6,8,69,73,477,60,1,64
17,40,-87.70007108862136,41.97228583553713,1823,1696,127,3984,792,3192,2421,125,10,2,431,19,184,6,5,17,14,189,165,59,2,103
17,41,-87.80987096959062,41.984677453719634,815,776,39,1748,239,1509,1352,22,2,0,91,4,38,2,0,0,25,14,178,12,0,12
17,42,-87.63667606875258,41.89034771209582,4482,3886,596,5661,363,5298,4389,122,2,3,573,21,188,3,9,15,12,86,372,38,0,54
17,43,-87.64856454312562,41.92868700520206,4679,4256,423,8225,589,7636,6519,234,6,2,532,24,319,7,2,23,10,122,310,45,0,42
17,44,-87.64182907337603,41.93836906618032,7381,6921,460,10330,832,9498,7664,425,9,0,997,39,364,12,10,31,20,228,287,95,2,86
17,45,-87.78215090008764,41.9714499148115,1253,1181,72,3170,860,2310,1932,27,4,0,252,3,92,5,7,5,65,78,323,36,2,62
17,46,-87.66000611476981,41.96344504661804,3636,3360,276,6110,904,5206,3208,1382,16,5,324,16,255,18,13,27,47,368,150,110,5,66
17,47,-87.67779276947692,41.95636982853022,1544,1455,89,3298,394,2904,2494,50,0,4,182,14,160,14,8,26,13,183,169,51,1,62
17,48,-87.65209739128255,41.979763153870685,3312,2993,319,4564,330,4234,2668,391,6,0,935,31,203,1,4,1,5,41,89,35,0,18
17,49,-87.66741559243792,42.00541992829363,4551,4232,319,8090,1868,6222,3647,1530,27,0,552,61,405,18,13,18,40,311,115,81,0,92
17,50,-87.70200251846627,41.995733783883466,1689,1584,105,5023,916,4107,1676,439,10,1,1707,70,204,4,3,0,26,47,72,16,0,35
18,1,-87.67186483882968,41.908228118488054,2701,2515,186,4910,589,4321,3557,163,1,1,384,13,202,5,5,24,7,178,143,35,1,49
18,2,-87.63576035152904,41.905434627117515,5856,5050,806,8465,472,7993,4713,2503,10,0,516,22,229,10,4,17,12,79,222,38,1,35
18,3,-87.62808013142896,41.84115441836059,814,716,98,2045,143,1902,275,1461,5,3,93,11,54,11,1,2,38,27,11,41,0,15
18,4,-87.61368213912466,41.829389650063796,930,857,73,1960,35,1925,21,1847,0,0,18,5,34,18,7,6,62,20,11,46,1,7
18,5,-87.58482247072227,41.80437250592311,4661,3981,680,6391,368,6023,1346,3310,5,3,1092,32,235,16,31,9,52,155,110,226,4,54
18,6,-87.62157879829628,41.751766014791464,1782,1600,182,3433,53,3380,17,3247,5,0,3,5,103,27,5,10,116,95,60,203,16,8
18,7,-87.55660085613117,41.73052847717418,732,607,125,1195,290,905,16,864,0,0,0,4,21,5,1,1,43,7,10,26,0,9
18,8,-87.58043046028354,41.726972099071574,1520,1424,96,3195,57,3138,13,3043,8,0,5,4,65,23,18,7,111,148,98,355,17,21
18,9,-87.61856618008389,41.69146919071701,1934,1555,379,3586,173,3413,38,3260,1,1,5,11,97,15,5,1,85,19,21,102,1,11
18,10,-87.53327547781905,41.65190146970967,1187,1070,117,2773,1418,1355,913,356,9,1,10,16,50,5,3,2,82,44,287,45,0,133
18,11,-87.66800164394394,41.83238229495668,1558,1455,103,4177,1886,2291,618,50,7,1,1535,19,61,6,2,3,44,47,236,17,2,150
18,12,-87.69006117184352,41.81574885588062,2661,2457,204,8130,6988,1142,437,113,3,0,537,26,26,5,4,3,23,36,52,4,0,162
18,13,-87.73122730267802,41.78704237245448,1127,1077,50,3755,3156,599,530,30,1,0,26,5,7,2,1,3,20,16,89,20,0,97
18,15,-87.66854830503681,41.78304391466741,854,701,153,2275,589,1686,0,1636,1,2,0,16,31,12,2,0,86,37,22,95,0,13
18,16,-87.68835969160273,41.77371033375106,1892,1685,207,5081,1949,3132,97,2918,2,2,13,20,80,14,1,0,77,41,30,103,2,27
18,17,-87.6702219023192,41.74664682337827,2015,1830,185,4289,105,4184,15,4078,13,0,3,8,67,16,7,2,92,94,49,210,4,13
18,18,-87.71714293395344,41.753230808592185,1531,1447,84,4564,3181,1383,346,953,2,0,34,7,41,3,2,4,42,52,80,61,2,118
18,19,-87.70589866441725,41.6969708551782,1080,1019,61,2943,242,2701,2598,24,2,0,15,15,47,2,0,0,29,8,421,9,1,41
18,20,-87.59472153290888,41.78266785300523,2355,2220,135,5957,373,5584,1065,3749,8,0,486,30,246,17,14,14,59,167,47,102,5,41
18,21,-87.64878760918143,41.71026574836023,972,903,69,2413,27,2386,20,2314,3,0,0,2,47,20,5,10,127,101,50,210,1,18
18,22,-87.74974109044393,41.811535584309155,529,504,25,1434,587,847,70,756,1,1,0,1,18,5,1,0,50,40,18,112,1,24
18,23,-87.71821730691836,41.791910129086524,839,804,35,2968,2741,227,157,14,2,0,37,9,8,1,0,1,13,20,65,7,0,122
18,24,-87.70063576996614,41.85505775871088,3228,2711,517,7688,5569,2119,505,1426,13,3,51,15,106,8,3,3,62,97,34,81,0,125
18,26,-87.75175149831047,41.921428915376985,1527,1467,60,5225,4776,449,240,118,12,0,30,16,33,0,1,1,15,19,30,10,0,82
18,27,-87.67496190474088,41.872604241169775,2664,2420,244,5829,659,5170,984,3290,16,0,656,43,181,15,4,11,109,83,66,152,1,27
18,28,-87.71567964267827,41.87752339622386,1634,1411,223,3555,218,3337,95,3148,4,2,15,3,70,9,5,3,89,37,17,87,1,6
18,29,-87.77061508486018,41.88511210163835,2833,2522,311,5740,276,5464,282,5064,3,1,25,7,82,11,5,3,89,87,27,179,0,12
18,30,-87.73135257549073,41.940747847508426,2012,1824,188,4309,2412,1897,1422,134,9,0,196,19,117,7,0,8,21,108,81,27,0,81
18,31,-87.74410482704421,41.92792254842507,802,743,59,2324,1883,441,252,93,1,0,52,9,34,3,3,3,32,30,78,22,0,103
18,32,-87.67990168528434,41.93147496967422,2080,1729,351,3484,637,2847,2051,298,4,1,307,16,170,6,3,9,34,58,68,30,1,48
18,34,-87.62506753914637,41.86664247439193,6459,5630,829,9890,756,9134,5111,1258,6,3,2187,59,510,5,7,12,30,129,162,77,4,45
18,35,-87.71458239383014,41.93985116341685,1790,1682,108,4272,2517,1755,1267,111,8,1,261,15,92,4,2,9,7,124,64,18,0,61
18,36,-87.69358525031068,41.897819382968606,1921,1769,152,3667,1038,2629,2236,145,4,1,108,17,118,5,1,8,10,165,87,26,0,58
18,37,-87.7631456396597,41.898520157092534,1139,1059,80,3153,755,2398,25,2323,7,0,2,8,33,8,2,0,86,51,26,134,0,15
18,38,-87.7823596728168,41.95644592047626,2972,2825,147,6495,2033,4462,3670,148,13,0,484,21,126,5,4,10,51,89,284,45,0,95
18,39,-87.7847471564961,41.99222048117047,823,790,33,1980,407,1573,1303,20,16,2,155,16,61,4,3,5,32,26,206,28,0,36
18,40,-87.69422433975622,41.9733048660075,2080,1909,171,4040,734,3306,2587,136,10,2,393,12,166,10,6,14,17,219,167,68,1,87
18,41,-87.80961950697379,41.991488914948626,1505,1417,88,2787,297,2490,2267,25,0,0,134,12,52,1,8,4,54,56,476,45,3,45
18,42,-87.63616604881757,41.89353938048511,4654,4347,307,6725,469,6256,5054,147,9,3,786,32,225,1,1,3,4,44,186,14,1,30
18,43,-87.65312584192718,41.93104924653833,3340,3148,192,6264,500,5764,4932,202,1,2,347,9,271,3,5,29,35,133,310,78,4,69
18,44,-87.64685536595333,41.93480566599453,4207,3995,212,6801,570,6231,5023,311,5,3,563,19,307,10,8,18,5,158,175,46,3,45
18,45,-87.77351466037268,41.96983151100953,2133,2022,111,4239,1031,3208,2647,72,2,0,389,10,88,3,3,11,63,74,320,39,1,70
18,46,-87.66133845092419,41.96707896134624,3421,3186,235,5386,717,4669,2725,1326,20,4,346,17,231,22,15,24,21,263,111,85,7,68
18,47,-87.67769367485901,41.959526683978225,2037,1896,141,3836,542,3294,2852,83,1,0,188,16,154,10,4,20,6,267,201,47,1,62
18,48,-87.65644288957873,41.989840419685024,5858,5433,425,8794,1108,7686,4289,1506,7,5,1518,46,315,20,9,16,32,151,99,67,1,62
18,50,-87.70558758832091,42.00671747362372,806,709,97,1927,74,1853,1504,41,1,0,263,9,35,1,0,0,4,3,54,4,0,2
19,1,-87.66672890962282,41.90878369140165,2435,2261,174,4459,822,3637,2946,142,2,2,373,16,156,8,5,22,11,157,114,28,1,66
19,2,-87.63595031999253,41.90900552107484,2257,2002,255,3465,244,3221,2640,273,6,4,173,16,109,4,3,5,5,31,157,25,1,32
19,3,-87.6206992731093,41.860797568428936,4718,4408,310,8465,511,7954,4314,1238,4,1,2007,45,345,6,12,26,10,99,352,126,2,61
19,4,-87.61912854738074,41.83491301981925,1416,1193,223,2375,94,2281,231,1823,3,2,127,10,85,10,16,11,42,99,78,131,0,21
19,5,-87.5876444761267,41.808680212375876,1312,1165,147,1756,58,1698,357,1104,4,0,146,14,73,4,17,3,29,71,64,143,6,24
19,6,-87.6370148327867,41.746894935311325,1469,1284,185,3010,49,2961,18,2882,3,0,2,10,46,18,6,2,102,53,35,140,6,16
19,7,-87.5668393404431,41.73180571381932,1267,1200,67,2966,72,2894,17,2818,6,0,1,5,47,15,15,0,97,111,80,246,7,15
19,8,-87.6096064518709,41.73383936524332,1976,1724,252,3660,72,3588,22,3480,1,2,4,10,69,11,9,0,122,108,46,229,18,20
19,9,-87.61615320574377,41.68469394519649,1355,1067,288,2691,918,1773,46,1625,4,1,8,19,70,17,2,2,48,16,18,57,2,22
19,10,-87.5437270449606,41.65292649647943,1148,984,164,2764,1605,1159,834,274,1,0,15,6,29,1,3,2,30,19,192,27,0,82
19,11,-87.66347564996236,41.82687548719951,876,787,89,2384,1472,912,256,51,1,0,551,6,47,2,1,0,14,14,60,5,0,56
19,12,-87.67105716130844,41.81920444124284,2177,1991,186,5736,4273,1463,558,162,7,0,661,8,67,4,0,2,6,33,49,9,0,78
19,13,-87.7887912641029,41.77546341133541,832,783,49,1912,916,996,835,81,0,0,29,19,32,3,0,0,30,15,137,4,1,41
19,15,-87.66796354964967,41.776569936195905,974,733,241,2223,394,1829,8,1773,2,2,0,2,42,6,3,2,46,18,8,61,1,3
19,16,-87.68402285387825,41.78366075180308,1907,1705,202,5392,2955,2437,82,2281,3,0,6,26,39,14,1,2,51,25,15,68,0,52
19,17,-87.66542512544088,41.746651823680054,2203,1807,396,4254,115,4139,17,4012,9,0,2,6,93,19,2,2,72,60,20,120,2,10
19,18,-87.7145384163281,41.745782049443754,1087,1060,27,3627,1945,1682,206,1421,6,0,23,4,22,11,7,12,66,46,70,91,1,47
19,19,-87.6710033262808,41.7174663335083,918,870,48,2336,173,2163,1193,835,0,0,31,6,98,5,7,17,30,91,254,119,3,63
19,20,-87.5936717712309,41.77775591936189,1108,990,118,2278,92,2186,242,1789,5,0,27,14,109,10,10,10,27,88,42,69,1,14
19,21,-87.64994094708682,41.713631304017845,1688,1581,107,4101,95,4006,26,3908,2,0,4,7,59,19,6,6,77,90,57,183,5,11
19,22,-87.74801199855202,41.80481955445092,1183,1163,20,3637,2572,1065,726,236,1,0,56,10,36,3,3,5,32,32,138,37,1,157
19,23,-87.7180377259047,41.789295910455614,701,681,20,2644,2422,222,157,15,3,0,33,5,9,4,0,1,14,10,42,3,0,94
19,24,-87.6967638738206,41.84431657977877,2867,2467,400,12110,6633,5477,903,4399,15,0,73,26,61,81,42,20,345,152,39,240,9,209
19,26,-87.70447981065244,41.91563877217216,1385,1255,130,2845,992,1853,1424,199,0,0,107,15,108,10,4,13,9,153,63,41,0,43
19,27,-87.720428043147,41.89642911178214,1376,1207,169,3349,1476,1873,90,1741,1,0,4,9,28,7,0,1,25,28,16,43,0,17
19,28,-87.72311520533253,41.877414708592724,1692,1442,250,3379,168,3211,58,3056,5,0,4,18,70,3,2,0,53,37,7,131,0,6
19,29,-87.76902934211682,41.87942016587572,2519,2296,223,5499,262,5237,186,4917,9,2,14,10,99,10,2,1,72,88,36,190,3,11
19,30,-87.73918019510472,41.94256534884592,880,837,43,2266,1300,966,633,51,2,0,225,8,47,3,5,4,21,50,78,17,0,53
19,31,-87.75897677901507,41.934105478459614,1487,1415,72,4371,3220,1151,868,90,8,0,114,31,40,2,4,0,45,16,81,19,3,109
19,32,-87.68327268484245,41.92853781746034,1096,1048,48,2225,610,1615,1280,93,3,0,155,8,76,4,5,13,4,75,118,38,0,36
19,34,-87.6271189712553,41.88063553911796,3184,2501,683,4837,373,4464,2776,322,5,8,1109,27,217,9,11,11,7,60,182,57,0,28
19,35,-87.70035390028673,41.93733200719184,1681,1523,158,3835,1865,1970,1484,107,8,0,212,24,135,9,3,8,21,160,103,23,1,80
19,36,-87.69198774117085,41.90134682739923,1899,1790,109,3708,1341,2367,1792,310,3,0,103,10,149,13,6,18,12,227,94,32,1,73
19,37,-87.72610412490346,41.89967980177294,1592,1441,151,4178,2217,1961,119,1749,1,0,16,17,59,11,2,0,62,42,19,82,0,26
19,38,-87.78274036217465,41.94933761866459,1742,1667,75,4783,2021,2762,2281,73,5,2,266,27,108,3,6,6,55,66,341,27,0,74
19,39,-87.71181031562327,41.979372074275695,1794,1622,172,4212,1123,3089,1562,233,3,3,1107,44,137,11,8,4,40,193,179,59,2,108
19,40,-87.68906445698249,41.973381985158625,1849,1755,94,3936,771,3165,2545,125,3,2,267,25,198,4,3,20,22,182,155,52,7,81
19,41,-87.80420439875824,41.99093577280477,932,856,76,2194,284,1910,1735,10,1,0,93,9,62,1,1,4,33,26,247,29,0,25
19,42,-87.64155448988537,41.89286194297919,4796,4370,426,6764,358,6406,5404,140,5,3,630,21,203,4,5,10,10,50,322,48,0,47
19,43,-87.65513840990464,41.92752753262537,3272,3081,191,8199,686,7513,6324,372,10,0,459,18,330,7,8,18,12,107,427,41,4,56
19,44,-87.65938501187061,41.951170749908194,3992,3686,306,7531,783,6748,5773,209,11,2,416,33,304,13,7,32,10,206,301,61,1,55
19,45,-87.76588926747671,41.97087923120136,1614,1518,96,2972,741,2231,1655,86,8,0,375,21,86,9,6,7,35,51,168,21,0,47
19,46,-87.65645857960259,41.96644522626829,5449,4911,538,9409,1282,8127,3592,2877,18,6,1235,54,345,14,12,24,38,176,110,106,0,52
19,47,-87.67127997570667,41.9577040327775,2163,2064,99,4157,614,3543,2908,134,10,1,281,16,193,10,5,21,7,250,173,60,3,86
19,48,-87.66120809551103,41.97995429289534,1165,1048,117,2393,370,2023,1499,157,6,1,207,13,140,7,3,12,7,83,105,58,0,45
19,50,-87.69713665601343,41.99580519445384,1454,1361,93,4698,999,3699,826,613,20,0,2091,31,118,6,5,1,13,64,53,27,0,30
20,1,-87.67176297379676,41.904738807631226,1954,1785,169,3605,313,3292,2707,169,4,4,240,7,161,7,10,15,6,139,149,41,1,51
20,2,-87.63437595053037,41.912019594892065,3951,3595,356,5381,292,5089,4414,270,2,2,246,27,128,2,4,8,9,41,240,28,2,26
20,3,-87.61944190162575,41.82521063615165,3018,2770,248,5821,173,5648,226,5238,3,0,41,19,121,23,8,10,91,126,47,187,4,26
20,4,-87.61535717353391,41.833440836002396,4419,3928,491,7282,194,7088,406,5453,13,1,971,41,203,18,27,12,62,111,68,190,8,22
20,5,-87.59976506258576,41.80087688704369,2816,2531,285,4888,336,4552,1631,2017,4,1,620,30,249,13,20,6,31,178,50,105,3,28
20,6,-87.62366960833306,41.74490139308846,2114,1905,209,4186,66,4120,17,3962,8,0,10,8,115,24,7,7,100,116,52,270,12,32
20,7,-87.573011793269,41.72614254468339,833,760,73,2021,23,1998,23,1919,3,0,6,9,38,13,2,0,57,63,24,118,5,28
20,8,-87.60324787526622,41.73123564854776,1893,1623,270,3399,62,3337,31,3217,4,2,7,11,65,9,7,1,62,44,31,95,0,7
20,9,-87.6043439252503,41.67866844687626,985,863,122,1706,418,1288,423,790,10,0,4,1,60,13,6,5,47,76,130,99,1,77
20,10,-87.55310753694206,41.65016344905013,1167,1024,143,2453,1395,1058,701,304,0,0,8,7,38,4,0,1,14,13,95,16,0,58
20,11,-87.65461658473075,41.82070618503437,1250,1165,85,2967,1074,1893,947,172,9,0,673,8,84,8,2,9,17,91,240,22,2,58
20,12,-87.70018811022068,41.82059012526811,1821,1648,173,5383,4262,1121,408,96,3,0,575,22,17,0,0,0,8,38,51,12,1,130
20,13,-87.7838197326654,41.78071394172516,869,852,17,2200,1065,1135,1036,35,3,0,21,7,33,3,2,2,20,22,250,8,0,53
20,15,-87.6862506799249,41.8115233010184,1468,1367,101,4580,4121,459,200,52,3,2,169,13,20,3,1,0,16,22,55,7,0,154
20,16,-87.64514232778829,41.774043097376044,1999,1581,418,3598,129,3469,38,3357,3,0,3,8,60,12,7,1,90,31,24,114,3,10
20,17,-87.67115205759139,41.75421179688584,1080,1009,71,2553,109,2444,8,2398,3,0,2,4,29,9,5,0,72,60,31,158,0,11
20,18,-87.72006673199513,41.74334027180362,1392,1346,46,4379,2510,1869,580,1204,5,0,24,11,45,10,0,3,41,42,69,80,3,64
20,19,-87.67684461178986,41.680844665638396,888,825,63,2178,152,2026,312,1605,3,0,16,13,77,14,7,7,54,70,88,161,3,29
20,20,-87.59684121537198,41.77641036282844,1636,1425,211,3211,99,3112,152,2813,7,0,16,13,111,16,12,4,79,94,48,107,1,19
20,21,-87.64546610710526,41.719496996794874,956,890,66,2243,55,2188,7,2138,0,0,2,3,38,14,5,6,95,69,36,158,6,11
20,23,-87.71824802941384,41.78717302123331,703,679,24,2535,2346,189,112,32,1,0,31,4,9,2,2,1,7,23,38,6,0,92
20,24,-87.70735434546944,41.855357776914055,1230,995,235,2914,510,2404,132,2194,3,1,10,13,51,6,2,2,43,71,27,117,0,21
20,26,-87.68949405289057,41.904535531752344,2476,2281,195,4895,1789,3106,2206,546,4,1,153,18,178,8,3,4,16,166,75,34,0,80
20,27,-87.63970299313259,41.90734381811321,2097,2011,86,4463,185,4278,1616,2329,4,0,206,14,109,9,5,6,59,48,34,87,1,5
20,28,-87.7304500955498,41.875500827530914,1162,1003,159,2777,213,2564,38,2453,8,0,5,6,54,4,2,3,68,30,10,86,0,4
20,29,-87.76634027220962,41.881945281502155,2210,2043,167,4855,212,4643,38,4524,8,0,5,4,64,8,2,1,69,39,26,116,0,5
20,30,-87.73420229416348,41.944219137914224,1193,1113,80,2774,1455,1319,992,76,2,0,171,6,72,4,5,4,26,65,82,20,0,55
20,31,-87.76127509959133,41.92951983862464,1579,1466,113,4701,3963,738,435,182,2,1,61,9,48,7,2,3,25,16,81,19,1,134
20,32,-87.66215671362822,41.92705215225526,2731,2583,148,5985,379,5606,4821,135,2,0,413,19,216,13,6,20,10,88,358,68,3,44
20,34,-87.62526397896379,41.88342726056035,3005,2505,500,4282,360,3922,2441,162,6,0,1098,31,184,7,7,17,11,52,310,68,0,49
20,35,-87.69364839450463,41.93846850488376,1137,1078,59,2310,777,1533,1220,66,2,0,174,17,54,5,0,11,7,72,103,13,0,44
20,36,-87.68936385930463,41.89799160462631,2330,2185,145,4599,1024,3575,3097,173,5,0,153,7,140,10,6,18,14,229,155,31,1,69
20,37,-87.74968426034751,41.897590209846875,1927,1693,234,4370,967,3403,35,3269,6,1,10,10,72,7,5,4,101,72,20,181,1,9
20,38,-87.77616910986157,41.959982600656645,2252,2053,199,5911,2236,3675,2981,77,13,1,419,26,158,6,8,6,49,87,250,33,0,61
20,39,-87.7643726773998,41.98667525949776,912,885,27,2161,343,1818,1480,43,2,0,209,4,80,4,1,8,38,60,303,22,1,38
20,40,-87.68297843007157,41.973251178233475,2650,2520,130,5017,787,4230,3483,144,1,1,308,38,255,4,6,24,21,191,194,52,4,85
20,41,-87.80206932983445,41.98512945657886,772,745,27,1857,235,1622,1451,8,2,0,94,11,56,0,3,8,19,34,270,29,3,38
20,42,-87.63978366103076,41.89501683649505,3458,3181,277,5385,271,5114,3925,418,4,1,564,18,184,4,5,14,2,51,398,35,1,35
20,43,-87.65106139948162,41.921777761844105,3267,3121,146,7610,508,7102,6058,324,4,4,399,34,279,8,6,25,5,97,377,51,3,39
20,44,-87.65178259112501,41.9431323500376,3318,3063,255,5771,484,5287,4383,213,1,3,414,11,262,11,2,19,4,150,164,29,3,35
20,45,-87.75138536256627,41.9712288492942,1398,1344,54,3532,1069,2463,1584,56,2,2,703,19,97,2,6,11,45,108,227,39,1,50
20,46,-87.65233465148266,41.96779851107952,3005,2807,198,5867,580,5287,1801,2237,13,1,993,36,206,18,8,13,73,169,104,75,3,52
20,47,-87.66660244880786,41.95719528390626,2540,2423,117,4698,583,4115,3333,190,6,1,377,26,182,8,3,20,6,213,211,40,2,60
20,48,-87.65473695200079,41.98162472993748,1394,1316,78,2115,162,1953,1246,172,2,0,421,15,97,2,2,7,5,60,98,51,1,26
