precinct,ward,long,lat,total_units,occupied,vacant,total_pop,total_hisp,total_nonhisp,white_alone,black_alone,aian_alone,nhpi_alone,asian_alone,other_alone,two_or_more,Green,King,Buckner,Wilson,Johnson,Vallas,Lightfoot,Sawyer,Garcia
8,41,-87.80976660713775,41.978727828089426,880,856,24,2173,356,1817,1551,35,1,0,174,10,46,4,5,1,33,29,254,17,1,32
8,42,-87.61685107323416,41.89077417753883,2696,2196,500,3296,190,3106,2120,110,4,0,727,24,121,2,6,10,3,38,151,35,2,22
8,43,-87.64392367158233,41.927290220791996,5944,5444,500,8241,495,7746,6568,205,5,1,665,33,269,10,7,23,11,147,248,51,1,54
8,44,-87.64051999123681,41.934810909037445,5592,5215,377,7397,611,6786,5398,318,7,1,724,33,305,9,11,35,7,150,171,49,0,51
8,45,-87.77688904673239,41.986662127144086,1517,1425,92,3321,812,2509,2061,48,10,0,271,24,95,3,4,0,52,51,316,36,0,60
8,46,-87.65419620792842,41.95243407705967,4452,4134,318,7351,787,6564,5061,756,15,2,382,43,305,12,6,40,7,194,206,48,0,66
8,47,-87.68679719615793,41.96502204346766,2181,2054,127,3937,571,3366,2877,67,5,1,224,11,181,15,5,19,11,250,158,37,3,65
8,48,-87.65466626932931,41.98854098421531,3101,2871,230,4584,453,4131,2555,598,3,3,807,21,144,4,12,8,12,81,136,59,1,62
8,49,-87.66859021642361,42.000969114338375,2850,2689,161,5567,1485,4082,2572,840,7,0,340,34,289,10,9,22,20,402,130,88,1,85
8,50,-87.68337006483027,41.998939063134,2818,2617,201,7504,1429,6075,1525,1822,26,1,2406,73,222,6,4,2,36,129,90,73,0,63
9,1,-87.69109767286591,41.91883759794968,1879,1759,120,3312,1166,2146,1621,176,6,1,204,14,124,9,2,14,23,99,68,26,0,59
9,2,-87.62684476893398,41.9035575525078,5031,4359,672,6657,390,6267,5392,176,5,1,480,25,188,5,10,7,10,58,504,66,3,52
9,3,-87.6256652523688,41.86492072887853,5722,4854,868,7913,671,7242,3970,1160,6,0,1620,52,434,3,4,10,11,74,54,35,0,16
9,4,-87.60751417897258,41.813227557597315,3257,2864,393,5741,195,5546,199,5126,11,3,18,20,169,28,29,8,75,117,27,120,5,13
9,5,-87.58400711424584,41.767714671142606,2240,1904,336,3772,100,3672,94,3432,5,4,7,10,120,7,8,2,33,23,18,49,1,4
9,6,-87.61762269317256,41.76383533639433,2752,2302,450,5226,103,5123,21,4929,6,0,3,19,145,20,9,0,91,81,45,185,34,14
9,7,-87.56390082732172,41.754535472238324,2849,2291,558,5549,112,5437,32,5275,3,0,14,15,98,17,4,3,88,52,25,97,2,18
9,8,-87.59493369015239,41.74756114964962,1453,1287,166,3073,52,3021,13,2882,4,1,6,17,98,18,8,5,98,68,26,160,9,9
9,9,-87.62123625255293,41.708870364281246,1566,1360,206,3415,87,3328,25,3219,3,0,3,11,67,9,2,0,96,33,21,103,4,12
9,10,-87.54019025513085,41.70860886119867,1426,1240,186,4116,3491,625,337,216,15,1,10,12,34,5,0,3,23,25,66,18,2,179
9,11,-87.64137037644821,41.83992943774442,2566,2377,189,6316,873,5443,1485,290,7,0,3539,17,105,7,8,3,37,54,432,24,0,46
9,12,-87.66868390198147,41.82823611571926,1059,987,72,2833,1883,950,307,56,2,0,532,9,44,2,0,0,10,23,61,8,0,47
9,13,-87.78548546495095,41.786008431579496,885,842,43,2419,1018,1401,1327,20,4,0,21,1,28,6,0,3,32,20,358,14,0,83
9,14,-87.70807001721718,41.783446901792146,1632,1525,107,5474,4928,546,243,242,1,0,16,8,36,0,2,0,27,30,91,24,1,175
9,15,-87.68767176251262,41.800790730712095,1519,1417,102,5121,4661,460,219,103,7,1,89,21,20,4,1,0,15,43,74,10,0,119
9,16,-87.66003568866608,41.78225993807938,1570,1217,353,3395,586,2809,21,2706,0,0,6,17,59,11,2,2,66,48,28,126,1,11
9,17,-87.65406751003523,41.76323559555063,1318,1011,307,2961,232,2729,19,2641,2,0,5,10,52,7,2,1,46,27,12,69,6,6
9,18,-87.69704663874664,41.739587881076886,1353,1310,43,3735,329,3406,136,3162,0,1,19,19,69,13,8,4,102,98,99,198,5,31
9,19,-87.66546873473104,41.69552902452384,1490,1407,83,3085,104,2981,297,2567,1,0,23,13,80,6,6,12,84,70,72,159,2,17
9,20,-87.62326557971298,41.79264291753486,2336,1993,343,4954,197,4757,53,4594,7,0,4,12,87,26,5,2,94,57,29,116,3,13
9,21,-87.65734078082221,41.698870627310114,693,641,52,1680,74,1606,30,1526,3,0,5,5,37,5,2,8,27,40,15,53,1,10
9,22,-87.715254206312,41.83887870238621,2119,1965,154,6931,6769,162,92,32,2,0,3,14,19,6,0,0,10,32,19,5,0,167
9,23,-87.77207084050544,41.797196671989475,941,887,54,2372,1265,1107,1011,29,1,0,21,10,35,2,5,1,47,31,296,10,0,91
9,24,-87.72326019277581,41.85633811729398,2022,1749,273,4764,443,4321,74,4165,4,0,5,5,68,13,1,4,88,74,16,149,4,13
9,25,-87.67308612186514,41.85615044041854,3449,3048,401,7674,5901,1773,1180,240,9,5,182,41,116,5,2,5,14,162,72,18,1,203
9,26,-87.71776641733612,41.90699686836382,1382,1248,134,3875,3027,848,441,237,2,0,62,21,85,4,3,3,20,58,63,14,0,80
9,27,-87.6468284760007,41.90690954619795,4605,4053,552,7813,463,7350,4088,2270,9,1,644,41,297,13,6,11,63,58,134,120,2,40
9,28,-87.69970971111432,41.87131010791032,1381,1165,216,3289,233,3056,124,2830,6,1,22,11,62,8,1,0,47,14,11,68,0,4
9,29,-87.78111210833045,41.91411105055161,1768,1685,83,4910,2619,2291,260,1896,3,0,50,20,62,8,3,1,51,63,37,124,3,23
9,30,-87.76188283486461,41.940503555638315,2300,2130,170,6204,3684,2520,1971,134,12,1,282,18,102,8,0,5,43,49,137,33,1,102
9,31,-87.74915830808587,41.93423512997666,1252,1188,64,3818,3164,654,416,104,1,0,76,12,45,5,4,1,33,31,60,21,0,92
9,32,-87.67584707139306,41.93778151917618,1602,1521,81,3885,393,3492,3013,52,7,0,227,7,186,5,1,14,5,64,200,41,0,29
9,33,-87.72461055528926,41.96488439023743,2317,2130,187,6482,3503,2979,1252,450,19,0,1029,63,166,7,2,9,27,126,108,41,4,149
9,34,-87.65013023025396,41.88084128363846,4555,3683,872,6107,439,5668,4355,203,1,7,856,22,224,9,5,24,6,100,355,41,0,53
9,35,-87.70779805891884,41.92639066284669,2593,2225,368,4044,1042,3002,2459,184,1,0,169,21,168,9,6,26,10,335,103,55,1,67
9,36,-87.78307611592548,41.919879564645555,1558,1452,106,4931,3891,1040,330,492,5,0,123,37,53,5,1,3,38,36,84,69,1,157
9,37,-87.76309983643331,41.892760417823105,1056,943,113,2528,310,2218,68,2105,3,1,0,9,32,7,1,0,34,24,11,64,0,14
9,38,-87.81046024282617,41.94757091312257,1421,1371,50,3859,1333,2526,2071,136,0,0,241,12,66,2,4,2,46,34,222,31,2,55
9,39,-87.74129166652439,41.97073207472059,800,770,30,2018,586,1432,940,17,5,0,324,12,134,1,3,3,22,67,114,19,2,46
9,40,-87.68469933098828,41.98508634091176,3310,3106,204,7240,1745,5495,2881,702,17,0,1636,19,240,11,4,13,34,127,171,74,1,99
9,41,-87.79975456797712,41.9794177592259,1459,1395,64,3558,701,2857,2462,51,5,0,231,12,96,7,10,5,44,57,557,37,1,54
9,42,-87.62541384690326,41.89331625010913,6218,5445,773,8667,507,8160,5934,303,2,3,1539,47,332,10,6,11,19,52,396,48,3,33
9,43,-87.64294546028343,41.923845998707606,5521,5059,462,8730,511,8219,6801,289,3,2,740,37,347,9,5,35,8,152,377,85,1,78
9,44,-87.65653009651689,41.93560414307671,3718,3515,203,6822,563,6259,5396,232,4,0,352,21,254,11,3,28,12,233,409,49,3,51
9,45,-87.76924712048074,41.98327955891284,1916,1820,96,4342,1078,3264,2440,129,6,0,523,18,148,3,3,7,53,51,285,37,0,60
9,46,-87.66539000396091,41.95317012543238,2884,2726,158,5710,676,5034,4226,142,6,1,428,20,211,10,9,31,37,159,238,101,2,51
9,47,-87.6819280926938,41.964388726509085,2412,2286,126,4363,573,3790,3261,92,11,0,228,14,184,16,10,25,22,263,241,63,1,71
9,48,-87.654477090419,41.98026787524754,1632,1559,73,2503,237,2266,1225,279,3,0,642,17,100,0,3,0,14,60,150,53,2,33
9,49,-87.6732440793949,42.006397596854534,4121,3805,316,8711,3376,5335,2505,1914,19,2,534,43,318,16,4,15,37,318,109,109,3,93
9,50,-87.708140520322,42.00915341638944,917,869,48,1644,70,1574,1223,38,0,0,271,20,22,0,2,0,6,6,89,21,0,14
10,1,-87.68978312936412,41.914833120562164,2704,2546,158,5550,1375,4175,3382,193,5,0,354,19,222,12,12,33,14,243,177,50,4,86
10,2,-87.63488437926121,41.89861204186152,3973,3413,560,6369,435,5934,4324,580,20,0,750,18,242,4,3,5,11,26,162,41,3,26
10,3,-87.62331576087512,41.864953331588794,4158,3495,663,5647,412,5235,2738,1003,3,0,1203,37,251,1,10,11,7,58,142,48,0,38
10,4,-87.59979944099918,41.81098519919697,1892,1726,166,3598,96,3502,273,3008,8,1,80,7,125,21,32,11,47,102,33,121,1,22
10,5,-87.58869473196285,41.76970714347424,1283,1002,281,2624,70,2554,11,2459,4,2,13,11,54,10,1,5,33,36,10,69,7,7
10,6,-87.63172375717863,41.76256494619057,2304,1765,539,4431,134,4297,21,4151,7,0,3,18,97,17,4,7,89,34,14,109,6,11
10,7,-87.56922801669636,41.7554694694591,1721,1405,316,3380,87,3293,18,3183,8,0,11,5,68,25,7,6,67,100,30,164,4,24
10,8,-87.60159020984811,41.747834749355256,4816,4191,625,8159,121,8038,49,7840,2,1,6,21,119,23,3,4,99,57,28,172,4,15
10,9,-87.61132932008417,41.71092563747896,1602,1410,192,3461,74,3387,25,3283,1,0,7,3,68,20,6,5,116,109,82,234,4,12
10,10,-87.53167763500883,41.706050905511724,1502,1314,188,4283,3626,657,461,136,0,2,8,14,36,3,0,2,21,27,79,24,0,167
10,11,-87.63154462068889,41.83677784183252,934,864,70,1619,132,1487,524,80,0,0,857,2,24,8,2,1,7,7,105,11,0,9
10,12,-87.7064122788669,41.81046282325473,1511,1350,161,4298,3646,652,223,46,1,0,356,7,19,6,0,1,10,33,62,10,0,137
10,13,-87.78501194635663,41.78997611314543,804,769,35,2142,929,1213,1140,18,0,0,18,7,30,0,1,1,30,17,324,12,0,66
10,14,-87.69972991671028,41.80200379975307,2493,2353,140,8753,8103,650,365,79,9,1,148,29,19,6,0,0,11,23,58,12,1,268
10,15,-87.68460879107262,41.79053726872517,1065,966,99,3477,2571,906,83,771,8,0,3,22,19,5,1,1,41,24,21,47,1,62
10,16,-87.66182185168246,41.77513429565969,1216,936,280,2700,293,2407,4,2318,2,3,8,8,64,20,2,2,76,33,23,82,2,3
10,17,-87.64653762314558,41.75336784053196,1886,1605,281,3824,103,3721,16,3620,3,0,10,3,69,15,3,5,94,59,30,159,2,3
10,18,-87.70611384346884,41.73953469407777,1333,1320,13,3781,600,3181,132,2974,0,1,13,5,56,27,13,5,147,148,111,209,6,32
10,19,-87.67176627983699,41.72470648821941,646,606,40,1796,95,1701,969,648,0,0,10,8,66,4,12,15,28,58,284,91,3,55
10,20,-87.6234106982373,41.78820562090478,2701,2356,345,6453,211,6242,58,6038,7,2,6,9,122,13,4,7,77,72,37,118,7,16
10,21,-87.6475851754746,41.703231693596365,1164,1071,93,2760,98,2662,10,2570,2,0,11,16,53,13,4,7,124,77,54,203,7,20
10,22,-87.7195901794031,41.83171079079836,1436,1368,68,4866,4732,134,66,33,1,2,7,10,15,5,1,0,7,19,36,5,1,216
10,23,-87.76610757416213,41.79596591297076,1084,1035,49,2745,1591,1154,1048,19,15,0,32,10,30,4,1,1,26,28,266,23,0,101
10,24,-87.71516268850851,41.872612227915184,1353,1208,145,3196,161,3035,43,2915,5,0,3,11,58,11,1,1,89,45,13,113,0,11
10,25,-87.6683870999311,41.85555127086121,2551,2281,270,5919,4377,1542,1007,200,8,1,157,32,137,6,0,7,19,191,83,30,0,231
10,26,-87.71046300020666,41.90136209853873,971,878,93,2071,1177,894,429,374,2,0,29,12,48,6,3,3,17,82,40,30,1,55
10,27,-87.67421130253811,41.87958605782042,2414,2164,250,4041,353,3688,938,2380,10,3,188,18,151,14,4,3,108,35,37,96,2,20
10,28,-87.69351317109187,41.87330773470874,912,695,217,2055,231,1824,174,1541,6,1,59,2,41,2,0,2,22,7,9,29,0,4
10,29,-87.77568771464561,41.911673780429624,1328,1245,83,3081,842,2239,32,2140,5,0,7,9,46,9,3,3,76,71,34,170,0,15
10,30,-87.76444864004826,41.95047428570208,1375,1292,83,3490,1634,1856,1455,97,1,1,172,14,116,3,2,5,22,89,134,31,0,65
10,31,-87.73043771565591,41.93657481805682,1617,1475,142,3738,2310,1428,1057,120,8,0,130,35,78,4,2,7,24,89,109,44,1,107
10,32,-87.68150505457542,41.93709965828849,2455,2227,228,5008,854,4154,3262,295,6,0,326,24,241,5,6,17,11,131,282,37,2,73
10,33,-87.72016446926501,41.964076615534815,2281,2128,153,6188,3960,2228,1142,368,16,3,502,46,151,4,3,14,19,197,71,31,0,78
10,34,-87.64726126934126,41.88181472263742,1706,1106,600,1816,148,1668,1111,63,1,5,416,5,67,1,2,7,5,44,110,17,0,21
10,35,-87.72325528249098,41.930011134745726,1666,1533,133,3708,2017,1691,1269,171,4,0,123,21,103,10,3,8,20,185,54,34,0,69
10,36,-87.77608698069862,41.92118367019433,2423,2276,147,6643,5210,1433,467,696,3,3,130,79,55,3,1,0,35,32,59,35,3,111
10,37,-87.75577365462505,41.912486148105245,1252,1115,137,3395,1515,1880,73,1735,5,0,23,12,32,12,5,1,50,41,22,137,0,30
10,38,-87.81128908350426,41.94208047202277,1367,1315,52,3538,1170,2368,2019,61,0,0,213,6,69,2,1,1,53,21,233,20,1,38
10,39,-87.7219563278576,41.97248269169251,1612,1527,85,4421,2127,2294,1109,169,26,2,829,41,118,6,4,9,9,149,86,18,2,56
10,40,-87.67214353237259,41.98712847762014,2109,1943,166,3886,988,2898,1955,374,5,0,365,20,179,4,8,27,27,225,207,121,3,124
10,41,-87.80430450918249,41.97354057813847,1553,1509,44,3577,656,2921,2371,42,4,0,410,17,77,2,2,6,47,50,418,25,2,70
10,42,-87.62627930503531,41.89000677084271,2703,2342,361,3453,236,3217,2326,127,3,1,615,17,128,5,5,9,6,48,240,32,0,22
10,43,-87.6394463741401,41.92033948209082,3781,3452,329,6188,399,5789,4828,227,0,2,434,38,260,2,8,12,17,86,339,64,0,50
10,44,-87.65640231568817,41.94095989818732,2810,2689,121,5489,334,5155,4481,122,3,0,328,11,210,6,5,44,9,211,349,52,5,74
10,45,-87.77770693101579,41.981971591691746,1323,1251,72,2995,697,2298,1953,51,1,0,202,13,78,6,0,6,50,57,304,28,0,43
10,46,-87.66197009162933,41.96028996954041,4715,4451,264,7810,1041,6769,4798,1051,18,4,532,39,327,13,11,17,7,259,133,58,1,52
10,47,-87.67655135101255,41.96422382762894,2299,2202,97,3746,554,3192,2679,123,7,0,223,13,147,7,7,17,11,287,144,37,0,57
10,48,-87.66657767185285,41.97847516069662,1322,1248,74,2327,244,2083,1677,49,0,3,200,11,143,11,12,14,11,289,127,85,2,57
10,49,-87.67825312439142,42.00754269807804,1677,1510,167,3712,1089,2623,1265,908,13,2,276,20,139,9,7,8,15,147,107,75,4,100
10,50,-87.70697598769951,42.00105964507063,1317,1173,144,3688,397,3291,1975,232,6,0,908,60,110,6,6,0,22,40,217,32,0,34
11,1,-87.68964484566096,41.90937475460767,2550,2335,215,5162,1529,3633,2774,369,2,1,281,19,187,8,5,23,23,183,97,57,2,71
11,2,-87.63164242689109,41.89838700752558,3444,3108,336,4625,300,4325,3305,278,8,0,560,8,166,2,6,13,12,60,223,51,2,32
11,3,-87.6217904801422,41.81345620888426,2900,2503,397,5789,180,5609,166,5249,6,0,19,18,151,43,11,10,114,121,49,176,3,16
11,4,-87.5940598770738,41.813356903518276,2778,2543,235,4592,150,4442,479,3621,5,1,175,13,148,22,36,17,49,158,44,153,3,29
11,5,-87.59859640161964,41.76706062589026,3013,2549,464,5931,145,5786,79,5532,8,0,8,18,141,23,7,3,66,56,32,97,3,9
11,6,-87.64135283583217,41.76275921040067,1112,813,299,2148,113,2035,8,1967,1,1,2,5,51,3,0,1,34,18,9,43,5,5
11,7,-87.56887595326401,41.74654431063014,1438,1200,238,2828,76,2752,23,2661,2,0,11,8,47,16,5,5,65,77,38,152,4,11
11,8,-87.60230792776176,41.74056317267362,2950,2671,279,4707,54,4653,30,4531,2,1,8,4,77,17,2,4,67,87,23,144,5,20
11,9,-87.62577334156143,41.702572435883276,838,636,202,1937,61,1876,20,1794,2,0,0,6,54,4,2,0,54,29,8,83,1,4
11,10,-87.53755733200374,41.70451045293825,849,804,45,2484,2176,308,197,76,5,0,7,6,17,0,0,0,3,16,32,0,0,82
11,11,-87.63221950082107,41.835468462558985,567,517,50,906,59,847,231,54,0,0,549,2,11,9,0,2,15,6,72,10,0,13
11,12,-87.70952583440233,41.82432242197944,845,776,69,2652,2088,564,101,60,0,0,378,6,19,4,1,0,5,13,55,7,0,155
11,13,-87.77898846098257,41.780742058790366,763,739,24,1935,999,936,852,25,1,0,37,7,14,1,0,0,31,9,148,8,1,55
11,14,-87.6898500447582,41.797671933816545,1976,1870,106,7126,6699,427,236,79,9,1,38,44,20,9,3,1,24,32,83,11,1,227
11,15,-87.69252966821634,41.79189090621196,1025,959,66,4077,3722,355,134,149,22,0,16,27,7,3,0,2,8,19,25,12,0,134
11,16,-87.65255548146885,41.77729085203365,1333,1065,268,2540,159,2381,23,2303,6,0,3,6,40,13,5,0,56,33,10,90,2,3
11,17,-87.66854919004494,41.767507117932126,1145,879,266,2836,599,2237,12,2146,1,0,2,5,71,12,4,0,58,19,13,93,0,7
11,18,-87.68235012072402,41.76075548761175,1410,1268,142,3553,711,2842,28,2726,2,0,7,13,66,12,4,1,81,62,24,149,1,12
11,19,-87.725022068318,41.68754325637609,1904,1840,64,4245,687,3558,2720,686,4,1,61,10,76,8,2,5,35,21,372,33,1,18
11,20,-87.62294870431603,41.78282968569134,2975,2665,310,7033,152,6881,43,6674,10,4,4,23,123,23,5,3,80,52,15,93,4,11
11,21,-87.63776684494795,41.70338315597428,974,884,90,2399,50,2349,8,2253,2,2,3,11,70,18,8,4,128,106,57,251,2,18
11,22,-87.72201127350827,41.84060371016195,2080,1947,133,6814,6602,212,96,52,11,2,10,21,20,4,1,1,14,32,47,9,0,262
11,23,-87.75952308676763,41.79812635270868,714,679,35,2097,1369,728,652,15,10,0,30,6,15,1,0,2,16,17,89,5,0,70
11,24,-87.71642688145259,41.867427980910605,1961,1725,236,4342,188,4154,27,4043,7,0,2,4,71,13,4,1,83,55,23,114,0,11
11,25,-87.6635410417451,41.85615754342592,2045,1813,232,4463,2856,1607,1000,299,6,1,149,15,137,6,5,6,16,143,77,16,1,194
11,26,-87.71099244389202,41.91464693580471,1130,1066,64,2425,1137,1288,896,208,7,0,82,14,81,4,2,6,8,75,42,9,0,32
11,27,-87.6465953537087,41.892740779050705,4059,3784,275,6139,477,5662,4360,336,4,2,683,21,256,5,7,14,8,71,170,41,1,45
11,28,-87.68883596906456,41.871224653753515,2214,1909,305,4841,915,3926,909,2423,8,0,420,21,145,15,4,7,32,77,70,60,1,58
11,29,-87.76989919248128,41.91397898590067,1763,1620,143,4759,2403,2356,99,2140,5,3,28,10,71,14,4,0,73,69,35,137,0,17
11,30,-87.7781507046388,41.92659183544568,2065,1966,99,6892,5951,941,539,190,5,1,128,29,49,4,1,1,37,27,71,20,1,166
11,31,-87.7531809761772,41.94467859557837,1749,1654,95,4501,2858,1643,1345,91,6,0,125,14,62,7,6,7,28,63,123,29,2,92
11,32,-87.67583168715046,41.93413497672766,1668,1543,125,3527,388,3139,2409,244,6,0,284,17,179,2,5,11,6,77,198,37,0,28
11,33,-87.71990672500466,41.969815747614994,2398,2231,167,6910,3498,3412,1266,280,32,2,1565,77,190,3,2,4,17,134,70,34,2,81
11,34,-87.64224007657826,41.87946472191698,5749,5113,636,7836,444,7392,3768,343,11,7,2927,52,284,6,6,21,21,78,142,48,1,58
11,35,-87.71621644135993,41.93034964371546,1916,1768,148,4332,2064,2268,1824,135,1,1,151,15,141,8,3,9,9,269,85,79,0,84
11,36,-87.76881089446888,41.92161463598616,981,930,51,3223,2857,366,170,122,2,0,41,11,20,4,0,0,15,25,47,17,3,81
11,37,-87.75771980029171,41.88405147594149,1383,1255,128,3592,338,3254,14,3162,3,1,7,16,51,8,5,1,62,35,17,125,1,12
11,38,-87.79481681109016,41.95585956473015,1981,1881,100,4147,846,3301,2814,153,4,0,249,9,72,1,7,5,56,24,303,42,6,45
11,39,-87.7442304829334,41.97550982258115,1649,1583,66,3890,1062,2828,1751,53,6,3,830,25,160,4,2,2,20,54,131,30,0,41
11,40,-87.69669988009102,41.9795937887104,2514,2349,165,5805,1146,4659,2581,264,14,1,1596,34,169,5,6,3,30,96,261,46,1,104
11,41,-87.79820060423488,41.97375584001152,893,867,26,2385,440,1945,1671,25,5,1,160,14,69,2,7,5,37,53,299,26,0,44
11,42,-87.63018461733768,41.885909136161594,5181,4381,800,6749,580,6169,3788,396,7,0,1615,41,322,10,7,2,6,54,107,39,0,24
11,43,-87.63613020317942,41.91703590706812,3233,2893,340,4666,260,4406,3846,139,0,0,254,24,143,6,6,8,8,74,211,45,0,39
11,44,-87.65809283687456,41.94559458034195,2644,2432,212,5193,357,4836,4222,117,2,0,266,11,218,8,3,31,6,148,267,35,1,48
11,45,-87.78174365680609,41.979103715354505,1336,1282,54,3302,731,2571,1964,40,3,0,452,13,99,5,1,5,56,73,418,29,2,78
11,46,-87.65380462927273,41.959961728909484,4286,3981,305,7126,960,6166,3644,1603,6,3,561,43,306,15,4,17,32,245,182,85,0,66
11,47,-87.67062092748633,41.96701142855655,3180,3004,176,5423,851,4572,3647,252,0,1,411,24,237,5,3,24,8,196,144,47,3,77
11,48,-87.66365006201158,41.97991625877074,1481,1364,117,2777,327,2450,1998,84,0,1,183,9,175,6,11,14,5,153,117,70,1,53
11,49,-87.68358943521696,42.013293555654386,2661,2535,126,6253,1730,4523,1544,2172,14,3,512,60,218,17,4,7,43,147,112,82,4,87
11,50,-87.7021505017368,42.00840448608976,1423,1278,145,4308,549,3759,3033,207,2,1,330,72,114,2,2,6,16,30,458,45,0,18
12,1,-87.68473561129831,41.90853072406176,1488,1403,85,2989,566,2423,1968,141,3,0,203,2,106,6,4,9,8,84,83,20,1,50
12,2,-87.6309608628424,41.901167342685774,4977,4415,562,6747,391,6356,4880,594,9,0,649,24,200,4,3,5,16,59,217,67,1,45
12,3,-87.61615819257592,41.81017506819265,2482,2163,319,4772,125,4647,105,4371,13,0,4,11,143,23,10,9,80,121,40,206,3,27
12,4,-87.60167678132026,41.814141085613024,1296,1155,141,2598,105,2493,268,2066,8,1,46,9,95,15,32,6,30,76,48,118,2,19
12,5,-87.57973781137294,41.78214432352077,7297,6424,873,11157,479,10678,2408,7065,13,2,761,53,376,3,15,7,21,154,94,135,4,58
12,6,-87.6306723054313,41.7571252967983,2159,1624,535,4087,83,4004,7,3909,7,0,0,11,70,11,4,3,76,51,24,129,7,8
12,7,-87.56252924658001,41.748182262008406,2310,1779,531,4403,214,4189,44,4021,1,0,7,13,103,14,11,2,112,90,30,205,3,18
12,8,-87.59506138026138,41.740318093014494,964,882,82,2026,39,1987,18,1909,4,0,1,3,52,11,16,7,48,100,45,190,6,9
12,9,-87.61617814959081,41.70636124478495,1420,1337,83,3224,43,3181,8,3102,1,0,5,7,58,25,9,2,84,100,49,236,3,17
12,10,-87.54558663655875,41.68188955631642,959,889,70,2961,2444,517,367,80,8,0,14,22,26,3,1,1,25,30,106,13,0,154
12,11,-87.63336993953831,41.83369465639205,868,817,51,1638,188,1450,704,52,2,0,666,1,25,1,2,2,6,17,158,7,1,17
12,12,-87.69985967322744,41.82458158143221,1163,1057,106,3678,2894,784,230,102,0,1,424,14,13,4,0,0,20,15,49,11,0,120
12,13,-87.73199566967907,41.781285378524885,808,755,53,2676,2311,365,325,24,1,0,6,2,7,0,0,0,13,10,53,8,1,90
12,14,-87.70829870470321,41.78799101622909,1467,1400,67,5084,4714,370,201,124,0,0,15,12,18,3,0,0,24,23,41,12,1,169
12,15,-87.69364490100054,41.78822746353528,1395,1295,100,5196,4548,648,175,365,24,2,14,43,25,2,0,3,29,25,49,24,1,97
12,16,-87.66257948158938,41.797611277950054,855,702,153,2252,942,1310,28,1246,1,0,6,3,26,3,0,2,25,5,11,25,0,13
12,17,-87.6614566039275,41.767677174142264,785,653,132,1631,178,1453,6,1400,0,2,8,4,33,10,2,0,30,20,4,58,0,9
12,18,-87.68823518964365,41.75036593554183,1201,1111,90,3076,317,2759,129,2558,2,0,4,5,61,24,7,2,110,103,60,211,6,28
12,19,-87.71615854375239,41.7076731253743,2636,2373,263,5629,756,4873,3936,681,8,0,137,30,81,4,1,4,36,14,646,13,2,38
12,20,-87.62245962753644,41.77731520894725,2008,1771,237,4300,85,4215,14,4112,6,2,1,14,66,10,0,0,12,4,2,25,0,0
12,21,-87.63068472969309,41.70062391984781,1032,842,190,2374,116,2258,20,2181,4,1,5,5,42,8,4,2,67,34,20,73,0,6
12,22,-87.72627213071979,41.8405446614055,1411,1312,99,4823,4640,183,114,25,2,0,7,22,13,3,0,2,11,21,19,4,0,149
12,23,-87.75156932841351,41.79511501350969,1026,970,56,2427,1527,900,747,70,9,1,37,15,21,1,1,0,31,15,119,11,0,99
12,24,-87.71714563576295,41.85795128119682,2034,1663,371,4653,371,4282,84,4114,4,0,5,13,62,11,2,5,129,122,27,166,2,21
12,25,-87.65733418642793,41.850792968805656,2034,1759,275,4282,2933,1349,877,188,7,0,181,10,86,4,1,7,8,163,43,20,0,172
12,26,-87.71432354586221,41.90933621123854,449,406,43,1141,813,328,169,103,1,0,23,4,28,2,3,2,6,44,16,12,0,28
12,27,-87.63333680666145,41.90282195554781,5041,4280,761,5808,403,5405,3948,774,9,0,489,4,181,7,7,3,76,45,106,85,0,28
12,28,-87.68159141881263,41.86618232608762,1839,1647,192,3906,1103,2803,1159,682,9,1,727,40,185,9,9,17,33,113,146,80,1,113
12,29,-87.77069073388076,41.907504827395734,1499,1388,111,4107,903,3204,103,2998,2,0,20,8,73,19,4,2,82,107,43,180,0,25
12,30,-87.77168173532873,41.931939283596314,2395,2231,164,7358,5768,1590,1062,188,4,0,262,13,61,5,2,3,45,40,120,22,0,185
12,31,-87.75355826980635,41.94187880896218,2026,1876,150,5398,3454,1944,1505,146,8,0,165,14,106,5,4,5,37,55,133,41,4,114
12,32,-87.67097238680488,41.93419289983227,1269,1234,35,3165,257,2908,2278,56,3,1,393,19,158,1,3,7,0,34,155,19,0,14
12,33,-87.71559457670398,41.964818780838506,2810,2634,176,7187,4428,2759,1486,319,13,1,733,38,169,10,3,9,29,226,105,42,1,117
12,34,-87.64350930166641,41.884458111163134,6159,5702,457,8849,469,8380,4937,396,9,2,2718,41,277,6,4,12,17,69,162,24,2,28
12,35,-87.70899480676559,41.930205200556266,2686,2523,163,4561,1471,3090,2320,366,1,1,210,21,171,12,4,19,23,335,101,55,2,72
12,36,-87.76153493764444,41.920885675158566,1162,1065,97,3783,3467,316,175,81,5,0,12,18,25,2,1,0,9,22,20,14,0,99
12,37,-87.76031347614892,41.90914341802949,2470,2158,312,6196,1875,4321,69,4143,8,0,16,10,75,9,10,1,78,60,37,193,0,27
12,38,-87.80126980123036,41.95020638757655,2508,2406,102,6075,1960,4115,3528,172,2,0,301,10,102,5,5,4,90,42,394,32,0,75
